Japanese|Romaji|Russian|Utility|Type
驚喜|kyouki|кн. приятный сюрприз; |10|
驚喜 する|kyouki suru|быть приятно удивленным|10|
協議|kyougi|совещание; консультация; конференция; |10|
協議 する|kyougi suru|совещаться; консультироваться; обсуждать|10|
教義|kyougi|учение; доктрина; догма|10|
狭義 に|kyougi ni|в узком смысле|10|
凝議|gyougi|кн. совещание; [серьезное]  обсуждение|10|
行儀|gyougi|манеры|10|
協議員|kyougiin|участник совещания; делегат конференции|10|
協議会|kyougikai|[консультативный]  совет|10|
協議会員|kyougikaiin|член  [консультативного]  совета|10|
協議事項|kyougijikou|повестка совещания (конференции)|10|
競技者|kyougisha|спорт. участник соревнований|10|
競技場|kyougijou|спортивная площадка (арена; стадион; комплекс)|10|
狭軌鉄道|kyoukitetsudou|ж.- д. узкоколейка|10|
橋脚|kyoukyaku|устой (опора; бык) моста|10|
橋脚舟|kyoukyakushuu|опора наплавного моста; понтон|10|
供給|kyoukyuu|снабжение; поставки; |10|
供給 する|kyoukyuu suru|поставлять; снабжать; обеспечивать|10|
供給源|kyoukyuugen|источник снабжения|10|
供給者|kyoukyuusha|поставщик|10|
供給地|kyoukyuuchi|источник (район; база) снабжения|10|
供給路|kyoukyuuro|путь (канал; линия) снабжения|10|
京響|kyoukyou|сокр. киотоский симфонический оркестр|10|
協業|kyougyou|производственная кооперация; кооперативное производство|10|
仰々しい|gyougyoushii|пышный; преувеличенный|10|
胸襟|kyoukin|сердце; душа|10|
教区|kyouku|рел.[церковный]  приход|10|
境遇|kyouguu|обстоятельства; ситуация; условия; среда; судьба; жребий|10|
教訓|kyoukun|наставление; поучение|10|
教訓的 な|kyoukunteki na|поучительный; назидательный; дидактический|10|
教化|kyouke;kyouge|будд. индоктринация; несение в массы учения будды; |10|
教化 する|kyouke;kyouge suru|нести учение в массы  117015_|10|
恭敬|kyoukei|кн. почтение; уважение|10|
行啓|gyoukei|посещение; присутствие (императрицы или наследного принца)|10|
京劇|kyougeki|пекинская опера (китайский театральный жанр)|10|
挟撃|kyougeki|воен. клещи; удар с двух сторон; |10|
挟撃 する|kyougeki suru|зажать (противника) в клещи  454735_|10|
矯激 な|kyougeki na|кн. крайний; радикальный; эксцентричный|10|
凝結|gyouketsu|сгущение; застывание; затвердевание (жидкостей); схватывание (цемента); конденсация (паров); свертывание (крови; молока и т.п.); |10|
凝結 する|gyouketsu suru|сгущаться; затвердевать; схватываться; конденсироваться; свертываться|10|
凝血|gyouketsu|сгусток крови; |10|
凝血 する|gyouketsu suru|свертываться (о крови)|10|
強健|kyouken|крепкое здоровье; |10|
強健 な|kyouken na|здоровый; крепкий|10|
恭倹|kyouken|кн. почтительность и скромность|10|
恭謙|kyouken|кн. смирение; почтительность|10|
狂犬|kyouken|бешеная собака|10|
狂言|kyougen|пьеса; спектакль; представление; фарс   (комические интермедии в театре  ); трюк; проделка|10|
狂犬病|kyoukenbyou|мед. бешенство; водобоязнь|10|
強固 な|kyouko na|прочный; крепкий; |10|
強固 に する|kyouko ni suru|укреплять; крепить|10|
凝固|gyouko|затвердевание; застывание; сгущение; свертывание; |10|
凝固 する|gyouko suru|завердевать; застывать; сгущаться; свертываться|10|
凶荒|kyoukou|кн. неурожай|10|
凶行|kyoukou|злодеяние; убийство|10|
強硬 な|kyoukou na|твердый; решительный; упорный; непреклонный|10|
強行 する|kyoukou suru|форсировать; пробиваться|10|
恐慌|kyoukou|эк. кризис; паника|10|
教皇|kyoukou;kyouou|христ. римский папа; понтифик; |10|
教皇 の|kyoukou;kyouou no|папский|10|
競合|kyougou|конкуренция; соперничество; |10|
競合 する|kyougou suru|конкурировать; соперничать; в сочетаниях  конкурентный|10|
叫号 する|kyougou suru|кн. громко кричать|10|
強豪|kyougou|неимоверная сила; очень сильный человек  или  команда|10|
行幸|gyoukou|поездка императора|10|
競合者|kyougousha|конкурент; соперник|10|
強硬派|kyoukouha|полит. твердолобые; сторонники жесткого курса; ястребы|10|
