Japanese|Romaji|Russian|Utility|Type
烈々 たる|RETSURETSU taru|сильный; яростный; ожесточенный; страстный|8|
裂ける|sakeru|рваться; лопаться; трескаться; раскалываться; разламываться|8|
裂く|saku|прямое и переносное:  разрывать; рвать|8|
廉|kado|основание; причина; мотив; пункт  [обвинения]|8|
廉い|yasui|дешевый; недорогой|8|
錬る|neru|закалять (сталь и т.п.); переносное:  тренировать; закалять|8|
炉|RO|очаг; печь; горн|8|
露|tsuyu|роса; переносное:  слезы; с отриц. ни капли|8|
露|arawa|откровенно; ясно; открыто; публично|8|
弄ぶ|moteasobu|играть  чем  л.|8|
弄する|ROUSURU|играть  чем  л.|8|
弄る|ijiru|вертеть в руках; трогать; играть  с чем  л., возиться|8|
弄くる|ijikuru|вертеть в руках; трогать; играть  с чем  л., возиться|8|
浪|nami|[большая]  волна|8|
漏る|moru|протекать; течь|8|
漏れる|moreru|просачиваться; пробиваться; находить выход (о чувствах и т.п.); выявляться; становиться известным; быть пропущенным; не быть включенным|8|
漏らす|morasu|дать просочиться; выпустить; проявлять; давать выход (чувствам); пропускать; опускать; упускать; выбалтывать; выдавать|8|
お漏らし する|omorashi suru|просторечное:  обмочиться; описаться (о ребенка)|8|
賄う|makanau|предоставлять питание; кормить; поставлять (провизию); оплачивать; финансировать|8|
賄い|makanai|питание; стол; снабжение продовольствием|8|
脇|waki|бок; боковая сторона; другое (дело; место; тема и т.п.); подмышка; дейтерагонист; исполнитель второй  роли (в театре но)|8|
惑う|madou|быть растерянным; недоумевать; соблазниться  чем  л.|8|
惑い|madoi|растерянность; недоумение; заблуждение; иллюзия|8|
惑わす|madowasu|озадачивать; сбивать с толку; вводить в заблуждение; соблазнять; искушать|8|
枠|waku|катушка; шпулька; рама; рамка; ободок; оправа; пяльцы для вышивания; переносное:  рамки; лимит|8|
湾|WAN|бухта; залив|8|
丼|donburi|миска; чаша; нашивной карман (рабочего жилета)|8|
丼|don|миска; чаша; нашивной карман (рабочего жилета)|8|
鬱|UTSU|уныние; меланхолия|8|
鬱ぐ|fusagu|хандрить; быть в унынии|8|
鬱々 と|UTSUUTSU to|уныло; подавленно|8|
緯|nuki|текст. уток; уточная нить|9|
緯|yokoito|текст. уток; уточная нить|9|
萎れる|shioreru|вянуть; сохнуть; блекнуть; падать духом; унывать|9|
萎える|naeru|вянуть; сохнуть; слабеть; дряхлеть; цепенеть; неметь; парализоваться|9|
萎びる|shinabiru|вянуть; сохнуть|9|
萎む|shibomu|вянуть; сохнуть|9|
芋|imo|батат; картофель; ямс|9|
咽ぶ|musebu|захлебываться; задыхаться|9|
咽る|museru|захлебываться; задыхаться|9|
咽|nodo|горло|9|
淫ら な|midara na|распущенный; развратный; безнравственный; пошлый|9|
淫りがわしい な|midarigawashii na|распущенный; развратный; безнравственный; пошлый|9|
