Japanese|Romaji|English|Utility|Type
活路|katsuro|way out (of a difficulty), means of escape|10|
糧|kate|food; provisions; bread|10|
仮定|katei|supposition; assumption; postulate; |10|
仮定 する|katei suru|suppose; assume; presume; |10|
仮定 して|katei shite|on the assumption that...|10|
河底|katei;kawazoko|lit. riverbed; bottom of a river|10|
課程|katei|course; curriculum|10|
家庭科|kateika|home economics; homemaking course|10|
家庭教育|kateikyouiku|home education|10|
家庭教師|kateikyoushi|tutor; private teacher|10|
仮定形|kateikei|gram. realis form (of a Japanese verb or adjective)|10|
家庭裁判所|kateisaibansho|family court; domestic relations court|10|
家庭内暴力|kateinaibouryoku|household violence|10|
仮定法|kateihou|gram. subjunctive mood|10|
家庭用 の|kateiyou no|for household use; for the home|10|
家庭欄|kateiran|homemakers column (in a journal or newspaper)|10|
家庭を顧みない|kateiwokaeriminai|think little of one's family|10|
カテエテル|kateeteru|med. catheter (Germ. Katheter)|10|
カテコウルアミン|katekouruamin|biochem. catecholamine|10|
カテゴリイ|kategorii|category (Germ. Kategorie)|10|
カテドラル|katedoraru|cathedral (Fr. cathédrale)|10|
家伝 の|kaden no|hereditary; handed down from father to son|10|
家電|kaden|home electric appliances; consumer electronics|10|
合点|gaten|understanding; |10|
合点 する|gaten suru|understand|10|
我田引水|gaden'insui|lit. seeking one's own interests (literally  ); |10|
我田引水 の|gaden'insui no|selfish; self  seeking|10|
合点が行く|gatengaiku|understand; make out|10|
価電子|kadenshi|chem., phys. valence electron|10|
価電子状態|kadenshijoutai|chem., phys. valence state|10|
価電子帯|kadenshitai|chem., phys. valence band|10|
カデンツ|kadentsu|music  cadence (Germ. Kadenz)|10|
カデンツア|kadentsua|music  cadenza (Ital. cadenza)|10|
荷電粒子|kadenryuushi|phys. charged particle|10|
過渡 の|kato no|transient|10|
過度|kado|excess; immoderation; |10|
過度 の|kado no|excessive; immoderate; undue; too much|10|
廉|kado|grounds; account; point; charge; suspicion|10|
下等|katou|low grade (class; sort; level); |10|
下等 な|katou na|lower; low  grade; inferior; poor; coarse; mean; vulgar|10|
仮痘|katou|med. varioloid; mild form of smallpox|10|
加糖|katou|sweetening; |10|
加糖 の|katou no|sweetened; sugared|10|
果糖|katou|chem. fructose; fruit sugar|10|
過当 な|katou na|lit. excessive; exorbitant; undue; unreasonable|10|
渦動|kadou|vortex|10|
可動 な|kadou na|moveable; mobile|10|
歌道|kadou|art of Japanese poetry|10|
稼動|kadou|work; labor; operation; functioning; |10|
稼動 する|kadou suru|operate; in compounds  working; operating|10|
華道|kadou|flower arrangement; floral art; ikebana|10|
勾引う|kadou|entice; decoy; lure|10|
ガトウ|gatou|cake (Fr. gâteau)|10|
画道|gadou|art of painting|10|
可動橋|kadoukyou|movable bridge|10|
下等植物|katoushokubutsu|bot. lower plants|10|
可動性|kadousei|movability; mobility|10|
下等動物|katoudoubutsu|zool. lower animals|10|
加糖粉乳|katoufunnyuu|sweetened powdered milk|10|
過渡期|katoki|transitional period|10|
家督|katoku|[hereditary]  family headship; heir of the family estate|10|
可読性|kadokusei|readability; legibility|10|
家督相続|katokusouzoku|succession to family headship|10|
門口|kadoguchi|frontdoor; entrance; gateway|10|
角立つ|kadodatsu|be pointed; be sharp; be rough; sound harsh|10|
角張る|kadobaru|be angular; be pointed; have sharp corners; jut out; be formal; be stiff; stand on ceremony|10|
門松|kadomatsu|pine branches (New Year's gate decoration)|10|
カドミウム|kadomiumu|chem. cadmium; = Cd|10|
カトリシズム|katorishizumu|Catholicism|10|
蚊取り線香|katorisenkou|anti  mosquito incense|10|
カトリック|katorikku|Catholic; Catholicism; |10|
カトリック の|katorikku no|Catholic|10|
カトリック教会|katorikkukyoukai|[Roman]  Catholic Church  r47240|10|
ガドリニウム|gadoriniumu|chem. gadolinium; = Gd|10|
カトレヤ|katoreya|bot. cattleya; = Cattleya|10|
勾引し|kadowakashi|kidnaping; abduction; kidnapper; abductor   122258_|10|
拐かす|kadowakasu|kidnap; abduct|10|
勾引かす|kadowakasu|kidnap; abduct|10|
金網|kanaami|wire netting|10|
敵う|kanau|match; equal; compare with  smb.; bear; stand|10|
適う|kanau|suit; fit; serve (the purpose), be consistent with  smth.|10|
仮名書き|kanagaki|writing in kana; |10|
仮名書き [に] する|kanagaki [ni] suru|write in kana|10|
金型|kanagata;kanegata|metal mold|10|
神奈川|kanagawa|>> Kanagawa  [prefecture]|10|
神奈川県|kanagawaken|>> Kanagawa prefecture (capital city — Yokohama)|10|
仮名漢字変換|kanakanjihenkan|comp. kana  kanji conversion|10|
金具|kanagu|metal fittings (fixtures; parts)|10|
金沢|kanazawa|>> Kanazawa (city; capital of Ishikawa prefecture)|10|
哀しい|kanashii|sad; pathetic|10|
鉄敷き|kanashiki|anvil  [block]|10|
金縛り|kanashibari|binding hand and foot; physiol. sleeping paralysis|10|
金縛り に する|kanashibari ni suru|bind; |10|
金縛り に なる|kanashibari ni naru|be bound (also fig.)|10|
悲しみ|kanashimi|grief; sadness|10|
悲しむ|kanashimu|be sad; grieve; lament; deplore|10|
仮名草子|kanazoushi|kanazoshi (literally; produced in 1600-1680, mainly in Kyoto)|10|
彼方 に|kanata ni|lit.[over]  there; beyond  smth.; |10|
彼方 の|kanata no|distant; far  101378_|10|
カナダ|kanada|>> Canada; |10|
カナダ の|kanada no|Canadian|10|
カナダ人|kanadajin|Canadian  [person]|10|
カナヂアンカヌウ|kanadiankanuu|Canadian canoe|10|
カナッペ|kanappe|cul. canapé|10|
仮名手本|kanadehon|hiragana copybook (in iroha order)|10|
仮名手本忠臣蔵|kanadehonchuushingura|(literally; name of a famous historical play about the forty  seven samurai)|10|
奏でる|kanaderu|play (koto; shamisen or another stringed pizzicato instrument)|10|
鉄床|kanatoko|anvil  [block]|10|
仮名文|kanabun;kanabumi|text written in kana alone|10|
仮名本|kanahon|book printed in kana (with no kanji)|10|
カナマイシン|kanamaishin|pharm. kanamycin|10|
仮名交じり文|kanamajiribun|Japanese writing (kanji mixed with kana)|10|
要|kaname|pivot of a fan; main point; gist; key|10|
要石|kanameishi|keystone; cornerstone|10|
仮名文字|kanamoji|kana (Japanese syllabary) characters|10|
金物|kanamono|hardware; ironware; metal fittings|10|
必ずしも|kanarazushimo|(not) necessarily; (not) always; (not) all|10|
必ずや|kanarazuya|certainly; definitely; for sure|10|
可成|kanari|fairly; quite; pretty; considerably; |10|
可成 の|kanari no|decent; considerable; respectable|10|
カナリア|kanaria|canary; = Serinus canaria|10|
河南|kanan|>> Henan (province in China)|10|
火難|kanan|fire  [disaster]|10|
華南|kanan|South China|10|
仮名遣い|kanadukai|kana usage (spelling)|10|
果肉|kaniku|flesh of a fruit; sarcocarp|10|
カニバリズム|kanibarizumu|cannibalism|10|
加入|kanyuu|joining; entry; admission; |10|
加入 する|kanyuu suru|join; enter; become a member of  smth.; subscribe (to a network etc.)|10|
加入金|kanyuukin|admission (entrance; initial) fee|10|
加入者|kanyuusha|member; participant; subscriber (of a telephone network etc.)|10|
カヌウ|kanuu|canoe|10|
兼ね合い|kaneai|[good]  balance; poise; equilibrium|10|
金入れ|kaneire|purse; wallet|10|
金貸し|kanekashi|moneylending; usury; moneylender; usurer; loan shark|10|
予々|kanegane|often; many times (in the past)|10|
金が物を言う|kanegamonowoiu|idiom  money talks|10|
金蔵|kanegura|treasury; treasure house; fig. reach patron; financial supporter|10|
兼言|kanegoto|promise; prediction|10|
曲尺|kanejaku;kyokushaku|carpenter's square; [regular]  shaku (unit of length)|10|
兼ね備える|kanesonaeru|have both; combine  smth. with smth. 121944_|10|
加熱|kanetsu|heating; |10|
加熱 する|kanetsu suru|heat up|10|
火熱|kanetsu|heat from a flame|10|
過熱|kanetsu|superheating; overheating; |10|
過熱 する|kanetsu suru|superheat; overheat|10|
兼ねて|kanete|simultaneously|10|
予て|kanete|previously; before; already; |10|
予て の|kanete no|previous; old|10|
金離れ|kanebanare|bound  ability of spending money; being generous  or  stingy|10|
金袋|kanebukuro|obs. moneybag|10|
金目|kaneme|[monetary]  value; |10|
金目 の|kaneme no|valuable|10|
兼ねる|kaneru|combine; serve two functions|10|
カネロニ|kaneroni|cannelloni (type of pasta)|10|
金を遣う|kanewotsukau|spend money|10|
可燃|kanen|in compounds  inflammable|10|
華年|kanen|fig.61  years of one's life (the first kanji contains 6  crosses and 1  horizontal stroke)|10|
可燃性|kanensei|combustibility; |10|
可燃性 の|kanensei no|combustible; inflammable|10|
過年度|kanendo|past financial year|10|
可燃物|kanenbutsu|combustible; inflammable material|10|
彼の|kano|lit. that; this|10|
仮納|kanou|deposit; depositing; |10|
仮納 する|kanou suru|deposit|10|
仮納金|kanoukin|[money]  deposit|10|
可能態|kanoutai|gram. potential mood (voice)|10|
鹿の子|kanoko|fawn|10|
鹿の子 の|kanoko no|dappled; white  spotted|10|
鹿の子草|kanokosou|bot. Japanese valerian; = Valeriana fauriei|10|
辛|kanoto|th calendar sign (celestial stem)  in Chinese sexagenary cycle|10|
辛未|kanotohitsuji;shinbi|year of the Metal Sheep (8 th of the sexagenary cycle)|10|
蚊の鳴くような声|kanonakuyounakoe|fig. very thin (faint) voice|10|
カノプス|kanopusu|astr. Canopus (star in the constellation of Carina)|10|
カノラ|kanora|canola (Canadian rapeseed)|10|
カノン|kanon|music  canon; rel. canon|10|
カノン砲|kanonhou|cannon (Dutch  kanon)|10|
河馬|kaba|hippopotamus; hippo|10|
カバアガアル|kabaagaaru|cover girl|10|
カバア曲|kabaakyoku|music  cover; remake of another artist's song|10|
カバアチャアジ|kabaachaaji|cover charge (in a night club etc.)|10|
カバアリング|kabaaringu|covering|10|
加配|kahai|additional ration|10|
加配米|kahaimai|extra rice ration|10|
仮泊|kahaku|temporary anchoring; |10|
仮泊 する|kahaku suru|ride at anchor temporarily|10|
画伯|gahaku|great artist; master painter|10|
蚊柱|kabashira|mosquito swarm|10|
ガバナビリチイ|gabanabiritii|governing ability (erroneously  )|10|
姓|kabane|titles conferred by the emperor in ancient Japan|10|
カバラ|kabara|rel. Kabbalah (mystic tradition in Judaism)|10|
蚊針|kabari|fishing fly|10|
カバリエ|kabarie|[dancing]  cavalier|10|
カバレッジ|kabarejji|coverage|10|
下半|kahan|second half; lower half|10|
加判 する|kahan suru|affix a seal to  smth.|10|
河畔|kahan|riverside|10|
過般|kahan|lit. some time ago; recently; |10|
過般 の|kahan no|recent|10|
下番|kaban|off duty; |10|
下番 する|kaban suru|come of duty (sentry  duty; guard)|10|
画板|gaban|drawing board|10|
下半身|kahanshin;shimohanshin|lower half of one's body|10|
過半数|kahansuu|majority; greater part|10|
加判人|kahannin|signatory (of a contract etc.)|10|
可否|kahi|lit.; propriety; right or wrong; pros and cons; ayes and noes; for and against|10|
果皮|kahi|bot. pericarp|10|
歌碑|kahi|monument incribed with a tanka poem|10|
花被|kahi|bot. perianth; floral envelope|10|
華美|kabi|lit. splendor; pomp; gaudiness; showiness; |10|
華美 な|kabi na|splendid; pompous; gaudy; showy; colorful|10|
カピタン|kapitan|arch. captain (of a Dutch or Portugese ship; Portug. capitao)|10|
加筆|kahitsu|correction; retouch; revision (of a manuscript etc.); |10|
加筆 する|kahitsu suru|correct; retouch; revise|10|
画筆|gahitsu|paintbrush|10|
下表|kahyou|diagram (chart; table; figure) below|10|
華表|kahyou|huabiao; Chinese ceremonial column (in front of a palace; tomb etc.)|10|
下表参照|kahyousanshou|see the table (diagram) below|10|
佳品|kahin|lit. choice article; excellent thing|10|
佳賓|kahin|lit. guest of honor|10|
過敏|kabin|oversensitivity; nervousness; |10|
過敏 な|kabin na|oversensitive; hyperacute; morbidly sensitive; nervous|10|
過敏症|kabinshou|med. hypersensitivity; anaphylaxis; hyperesthesia|10|
下付|kafu|grant; issue; |10|
下付 する|kafu suru|grant (a license etc.), issue (a pasport etc.)|10|
家扶|kafu|obs. second majordomo; butler's helper|10|
家父|kafu|lit. my (our) father; hist. leg. pater familias (head of a patriarchal family in ancient Rome)|10|
寡婦|kafu;yamome|widow; |10|
寡婦 に なる|kafu;yamome ni naru|be widowed|10|
火夫|kafu|stoker; fireman|10|
花譜|kafu|lit. album of flowers (in order of blossoming)|10|
カブ|kabu|in names  cub|10|
株|kabu|stump; stub; root; stock; stocks; shares|10|
画布|gafu|canvas (for painting)|10|
画譜|gafu|picture book (album)|10|
下風|kafuu|bound  subordinate position|10|
家風|kafuu|family traditions|10|
歌風|kafuu|poetic style|10|
画風|gafuu|style of  smb. 's  painting|10|
下風に立つ|kafuunitatsu|lit. work (serve) under another; be in a subordinate position; play second fiddle|10|
カブウル|kabuuru|>> Kabul (capital city of Afganistan)|10|
カフェ|kafe|cafe; coffeehouse (Fr. café)|10|
カフェアラクレエム|kafearakureemu|coffee with cream (Fr. café à la crème)|10|
カフェイン|kafein|chem. caffeine|10|
カフェエスプレッソ|kafeesupuresso|expresso coffee (Ital. caffe espresso)|10|
カフェオレ|kafeore|café au lait; milk coffee|10|
カフェテラス|kafeterasu|sidewalk cafe (Fr. café    terrasse)|10|
カフェテリア|kafeteria|cafeteria|10|
カフェナポリタアノ|kafenaporitaano|Neapolitan coffee (Ital. caffe napolitano)|10|
カフェノワアル|kafenowaaru|black coffee (Fr. café noir)|10|
カフェバア|kafebaa|cafe bar|10|
カフェロワイヤル|kaferowaiyaru|coffee royal; black coffee with brandy or rum (Fr. café royal)|10|
株価|kabuka|price of stocks|10|
歌舞伎|kabuki|Kabuki (Japanese classical drama)|10|
冠木|kabuki|lintel; crossbar (esp. on a gate)|10|
下部機関|kabukikan|subordinate offices|10|
歌舞伎座|kabukiza|Kabuki theater|10|
冠木門|kabukimon|gate with a crossbar; roofed gate|10|
下付金|kafukin|subsidy; grant; bounty|10|
禍福|kafuku|weal and woe; fortune and misfortune|10|
画幅|gafuku|picture scroll|10|
下腹(部)|kafukubu|anat. hypogastrium; underbelly; |10|
下腹(部) の|kafukubu no|hypogastric  129629_|10|
株券|kabuken|share (stock) certificate|10|
下部構造|kabukouzou|philos. substructure; base (in Marxism)|10|
被さる|kabusaru|get covered; overlap; hang over (another thing)|10|
株式|kabushiki|stocks; shares|10|
株式会社|kabushikigaisha|joint stock corporation; Co., Ltd.|10|
株式市場|kabushikishijou|stock market|10|
株式取引所|kabushikitorihikijo|stock exchange|10|
株式仲買人|kabushikinakagainin|stockbroker|10|
カフス|kafusu|cuffs|10|
カブスカウト|kabusukauto|cub scout|10|
カフスボタン|kafusubotan|cuff links; sleeve buttons|10|
被せる|kabuseru|cover with  smth., put  smth. on; pour; throw; dash (water) on; shift (responsibility on smb.), pin (a crime on smb.)|10|
カプセル|kapuseru|capsule (Germ. Kapsel)|10|
